month,abs-error,error-percentage
4,240.28570175438594,3.4380926702521255
5,299.8448260869565,3.7336873305541243
6,280.41125,3.0207048848590126
7,218.38346938775513,1.9930255122266864
8,234.94190954773862,2.0674814292426555
9,340.6792436974791,3.281223366353205
10,231.7170850202429,2.70386925625288
11,242.31102127659574,3.109789514458992
12,276.96000000000004,3.631221001333171
