year,month,day,hour,day-ahead-forecast,actual-demand,error,abs-error,error-percentage,cost
2023,10,1,2,6543.0,6769.2,-226.19999999999985,226.19999999999985,3.341606098209535,452.3999999999997
2023,10,1,5,6383.0,6835.42,-452.4200000000001,452.4200000000001,6.6187593447074216,904.8400000000001
2023,10,1,8,7729.0,8041.99,-312.9899999999998,312.9899999999998,3.891947142436136,625.9799999999996
2023,10,1,11,9152.0,9568.89,-416.8899999999994,416.8899999999994,4.356722671072606,833.7799999999988
2023,10,1,14,9946.0,10370.4,-424.3999999999997,424.3999999999997,4.092416878808915,848.7999999999994
2023,10,1,17,9352.0,9871.51,-519.5100000000002,519.5100000000002,5.26272069825184,1039.0200000000004
2023,10,1,20,8969.0,9371.39,-402.3899999999994,402.3899999999994,4.293813404414921,804.7799999999988
2023,10,1,23,7923.0,8190.58,-267.5799999999999,267.5799999999999,3.26692370992042,535.1599999999999
2023,10,2,2,6734.0,6974.28,-240.27999999999972,240.27999999999972,3.445230188635956,480.55999999999943
2023,10,2,5,6571.0,6960.67,-389.6700000000001,389.6700000000001,5.598167992449004,779.3400000000001
2023,10,2,8,7887.0,7952.11,-65.10999999999967,65.10999999999967,0.818776400225848,130.21999999999935
2023,10,2,11,9226.0,9576.16,-350.15999999999985,350.15999999999985,3.656580508262184,700.3199999999997
2023,10,2,14,10070.0,10880.54,-810.5400000000009,810.5400000000009,7.449446442915525,1621.0800000000017
2023,10,2,17,9524.0,10102.62,-578.6200000000008,578.6200000000008,5.727425162977532,1157.2400000000016
2023,10,2,20,9090.0,9468.07,-378.0699999999997,378.0699999999997,3.993105247426347,756.1399999999994
2023,10,2,23,8027.0,8215.37,-188.3700000000008,188.3700000000008,2.2928973375514525,376.7400000000016
2023,10,3,2,6898.0,6901.85,-3.850000000000364,3.850000000000364,0.0557821453668272,7.700000000000728
2023,10,3,5,6682.0,6615.02,66.97999999999956,66.97999999999956,1.0125441797605987,66.97999999999956
2023,10,3,8,7895.0,7822.88,72.11999999999989,72.11999999999989,0.9219111120201242,72.11999999999989
2023,10,3,11,9618.0,9728.7,-110.70000000000071,110.70000000000071,1.1378704246199465,221.40000000000143
2023,10,3,14,10846.0,10848.29,-2.290000000000873,2.290000000000873,0.0211093176897084,4.580000000001746
2023,10,3,17,10326.0,10220.95,105.04999999999929,105.04999999999929,1.0277909587660563,105.04999999999929
2023,10,3,20,9728.0,9427.77,300.2299999999996,300.2299999999996,3.184528260659727,300.2299999999996
2023,10,3,23,8338.0,8220.71,117.29000000000087,117.29000000000087,1.4267624085997546,117.29000000000087
2023,10,4,2,6889.0,7227.47,-338.47000000000025,338.47000000000025,4.683104876256841,676.9400000000005
2023,10,4,5,6617.0,6940.98,-323.9799999999996,323.9799999999996,4.6676405925388,647.9599999999992
2023,10,4,8,7907.0,8100.68,-193.6800000000003,193.6800000000003,2.3909103927077764,387.3600000000006
2023,10,4,11,9670.0,10012.71,-342.7099999999991,342.7099999999991,3.422749685150165,685.4199999999983
2023,10,4,14,10961.0,10988.65,-27.64999999999964,27.64999999999964,0.251623265824279,55.29999999999928
2023,10,4,17,10290.0,10592.95,-302.9500000000007,302.9500000000007,2.8599209851835483,605.9000000000015
2023,10,4,20,9662.0,9680.7,-18.700000000000728,18.700000000000728,0.1931678494323832,37.400000000001455
2023,10,4,23,8342.0,8399.25,-57.25,57.25,0.6816084769473465,114.5
2023,10,5,2,7084.0,7248.7,-164.69999999999982,164.69999999999982,2.272131554623585,329.39999999999964
2023,10,5,5,6841.0,6876.88,-35.88000000000011,35.88000000000011,0.5217482346645588,71.76000000000022
2023,10,5,8,7902.0,7770.42,131.57999999999993,131.57999999999993,1.6933447612870338,131.57999999999993
2023,10,5,11,9457.0,9575.79,-118.79000000000087,118.79000000000087,1.2405242805032364,237.58000000000175
2023,10,5,14,10365.0,10015.57,349.4300000000003,349.4300000000003,3.488867832784358,349.4300000000003
2023,10,5,17,9929.0,10004.33,-75.32999999999993,75.32999999999993,0.7529739622743346,150.65999999999985
2023,10,5,20,9410.0,9366.04,43.95999999999913,43.95999999999913,0.469355245119593,43.95999999999913
2023,10,5,23,8336.0,8478.35,-142.35000000000036,142.35000000000036,1.6789823491599232,284.7000000000007
2023,10,6,2,7017.0,7515.94,-498.9399999999996,498.9399999999996,6.638424468529546,997.8799999999992
2023,10,6,5,6823.0,7115.76,-292.7600000000002,292.7600000000002,4.114247810493893,585.5200000000004
2023,10,6,8,7318.0,7231.64,86.35999999999967,86.35999999999967,1.1941966137694862,86.35999999999967
2023,10,6,11,8569.0,8782.12,-213.1200000000008,213.1200000000008,2.426748894344427,426.2400000000016
2023,10,6,14,9196.0,9418.91,-222.90999999999983,222.90999999999983,2.3666220401299074,445.81999999999965
2023,10,6,17,9287.0,9503.1,-216.1000000000004,216.1000000000004,2.2739948016962925,432.2000000000008
2023,10,6,20,9439.0,9626.29,-187.29000000000087,187.29000000000087,1.9456093676795612,374.58000000000175
2023,10,6,23,8605.0,8643.37,-38.3700000000008,38.3700000000008,0.443924071282391,76.7400000000016
2023,10,0,2,7075.0,7440.81,-365.8100000000004,365.8100000000004,4.91626583664951,731.6200000000008
2023,10,0,5,6790.0,7274.73,-484.7299999999996,484.7299999999996,6.663202620578352,969.4599999999992
2023,10,0,8,8420.0,8602.32,-182.3199999999997,182.3199999999997,2.1194282472635257,364.6399999999994
2023,10,0,11,9955.0,10392.86,-437.8600000000006,437.8600000000006,4.213084752416568,875.7200000000012
2023,10,0,14,10645.0,10353.32,291.6800000000003,291.6800000000003,2.8172605502389603,291.6800000000003
2023,10,0,17,9860.0,9928.77,-68.77000000000044,68.77000000000044,0.692633629341806,137.54000000000087
2023,10,0,20,9550.0,9446.02,103.97999999999956,103.97999999999956,1.100781069699191,103.97999999999956
2023,10,0,23,8335.0,8237.47,97.53000000000064,97.53000000000064,1.1839800327042245,97.53000000000064
2023,10,1,2,7299.0,7184.07,114.93000000000028,114.93000000000028,1.5997895343447417,114.93000000000028
2023,10,1,5,7136.0,7034.79,101.21000000000004,101.21000000000004,1.4387067702092038,101.21000000000004
2023,10,1,8,8689.0,8770.21,-81.20999999999913,81.20999999999913,0.925975546765689,162.41999999999825
2023,10,1,11,10276.0,10112.72,163.28000000000063,163.28000000000063,1.6146002262497197,163.28000000000063
2023,10,1,17,10330.0,10069.4,260.6000000000004,260.6000000000004,2.588039009275631,260.6000000000004
2023,10,1,20,9860.0,9444.3,415.7000000000007,415.7000000000007,4.401596730302942,415.7000000000007
2023,10,1,23,8667.0,8226.85,440.1499999999997,440.1499999999997,5.350164400712297,440.1499999999997
2023,10,2,2,6983.0,7214.25,-231.25,231.25,3.2054614131753123,462.5
2023,10,2,5,6853.0,7168.81,-315.8100000000004,315.8100000000004,4.4053336606773,631.6200000000008
2023,10,2,8,8597.0,8712.63,-115.6299999999992,115.6299999999992,1.3271537985659807,231.2599999999984
2023,10,2,11,9986.0,10080.05,-94.04999999999929,94.04999999999929,0.9330310861553196,188.09999999999857
2023,10,2,14,10866.0,10784.04,81.95999999999913,81.95999999999913,0.7600120177595698,81.95999999999913
2023,10,2,17,10033.0,10151.24,-118.23999999999978,118.23999999999978,1.1647838096626597,236.47999999999956
2023,10,2,20,9638.0,9576.57,61.43000000000029,61.43000000000029,0.6414614000628648,61.43000000000029
2023,10,2,23,8448.0,8367.1,80.89999999999964,80.89999999999964,0.9668821933525312,80.89999999999964
2023,11,3,2,6911.0,7029.08,-118.07999999999991,118.07999999999991,1.6798784478196285,236.15999999999983
2023,11,3,5,6889.0,7178.3,-289.3000000000002,289.3000000000002,4.030202136996227,578.6000000000004
2023,11,3,11,9792.0,10384.96,-592.9599999999991,592.9599999999991,5.709795704557353,1185.9199999999983
2023,11,3,14,10475.0,11213.88,-738.8799999999992,738.8799999999992,6.588977231787742,1477.7599999999984
2023,11,3,17,9848.0,10170.77,-322.77000000000044,322.77000000000044,3.173506037399336,645.5400000000009
2023,11,3,20,9493.0,9615.45,-122.45000000000071,122.45000000000071,1.2734713403948927,244.90000000000143
2023,11,3,23,8287.0,8321.94,-34.94000000000051,34.94000000000051,0.4198540244221961,69.88000000000102
2023,11,4,2,7083.0,6955.96,127.03999999999996,127.03999999999996,1.826347477558812,127.03999999999996
2023,11,4,5,6936.0,7097.87,-161.8699999999999,161.8699999999999,2.2805433179249537,323.7399999999998
2023,11,4,8,8333.0,8534.2,-201.20000000000076,201.20000000000076,2.357573058986205,402.4000000000015
2023,11,4,11,9988.0,10272.41,-284.40999999999985,284.40999999999985,2.7686784308648105,568.8199999999997
2023,11,4,14,10650.0,10779.87,-129.8700000000008,129.8700000000008,1.2047455117733403,259.7400000000016
2023,11,4,17,9957.0,10047.19,-90.19000000000052,90.19000000000052,0.8976639239429185,180.38000000000105
2023,11,4,20,9533.0,9387.49,145.51000000000022,145.51000000000022,1.5500415979138216,145.51000000000022
2023,11,4,23,8242.0,8269.21,-27.209999999999127,27.209999999999127,0.3290519892468462,54.419999999998254
2023,11,5,2,6804.0,6989.33,-185.32999999999996,185.32999999999996,2.651613244760226,370.6599999999999
2023,11,5,5,6706.0,6933.06,-227.0600000000004,227.0600000000004,3.275032958030081,454.1200000000008
2023,11,5,8,7956.0,7786.32,169.6800000000003,169.6800000000003,2.1792066085133963,169.6800000000003
2023,11,5,11,9185.0,9229.89,-44.88999999999942,44.88999999999942,0.48635465861456,89.77999999999884
2023,11,5,14,9575.0,9522.33,52.67000000000007,52.67000000000007,0.5531209273360624,52.67000000000007
2023,11,5,17,9465.0,9219.17,245.82999999999996,245.82999999999996,2.666509024131239,245.82999999999996
2023,11,5,20,8715.0,8373.88,341.1200000000008,341.1200000000008,4.07361939745973,341.1200000000008
2023,11,5,23,7769.0,7429.38,339.6199999999999,339.6199999999999,4.571310122782788,339.6199999999999
2023,11,6,2,6597.0,6491.74,105.26000000000022,105.26000000000022,1.6214450979244428,105.26000000000022
2023,11,6,5,6476.0,6573.76,-97.76000000000022,97.76000000000022,1.4871245679793637,195.52000000000044
2023,11,6,8,7301.0,6816.19,484.8100000000004,484.8100000000004,7.112624501371006,484.8100000000004
2023,11,6,11,8369.0,7998.02,370.9799999999996,370.9799999999996,4.638398003505862,370.9799999999996
2023,11,6,14,9153.0,8512.88,640.1200000000008,640.1200000000008,7.519429382300712,640.1200000000008
2023,11,6,17,9131.0,8476.93,654.0699999999997,654.0699999999997,7.715882990658171,654.0699999999997
2023,11,6,20,9272.0,8328.99,943.0100000000002,943.0100000000002,11.322021037364676,943.0100000000002
2023,11,6,23,8226.0,7343.58,882.4200000000001,882.4200000000001,12.016210077373708,882.4200000000001
2023,11,0,2,6879.0,6397.2,481.8000000000002,481.8000000000002,7.531419996248362,481.8000000000002
2023,11,0,5,6736.0,6466.56,269.4399999999996,269.4399999999996,4.16666666666666,269.4399999999996
2023,11,0,8,8199.0,7788.43,410.5699999999997,410.5699999999997,5.2715373958551295,410.5699999999997
2023,11,0,11,9862.0,9147.0,715.0,715.0,7.816770525855472,715.0
2023,11,0,14,10625.0,9897.84,727.1599999999999,727.1599999999999,7.346653411249321,727.1599999999999
2023,11,0,17,9967.0,9391.28,575.7199999999993,575.7199999999993,6.130367745397851,575.7199999999993
2023,11,0,20,9629.0,8827.81,801.1900000000005,801.1900000000005,9.075750384296905,801.1900000000005
2023,11,0,23,8329.0,7616.85,712.1499999999996,712.1499999999996,9.349665544155387,712.1499999999996
2023,11,1,2,6144.0,6536.54,-392.54,392.54,6.005317798101135,785.08
2023,11,1,5,6117.0,6580.86,-463.8599999999997,463.8599999999997,7.048622824372494,927.7199999999993
2023,11,1,8,7424.0,7903.19,-479.1899999999996,479.1899999999996,6.063247878388342,958.3799999999992
2023,11,1,11,8861.0,9186.08,-325.0799999999999,325.0799999999999,3.538832668559385,650.1599999999999
2023,11,1,14,9341.0,9821.24,-480.2399999999998,480.2399999999998,4.889810247993124,960.4799999999996
2023,11,1,17,9240.0,9261.66,-21.65999999999985,21.65999999999985,0.2338673628701534,43.3199999999997
2023,11,1,20,8679.0,8676.19,2.8099999999994907,2.8099999999994907,0.0323874880563875,2.8099999999994907
2023,11,1,23,7389.0,7509.78,-120.77999999999976,120.77999999999976,1.608302773183765,241.55999999999952
2023,11,2,2,6343.0,6536.92,-193.92000000000007,193.92000000000007,2.966534698298282,387.84000000000015
2023,11,2,5,6227.0,6516.72,-289.72000000000025,289.72000000000025,4.445794817024519,579.4400000000005
2023,11,2,8,7729.0,7905.4,-176.39999999999964,176.39999999999964,2.2313861411187244,352.7999999999993
2023,11,2,11,9066.0,8965.17,100.82999999999991,100.82999999999991,1.1246858676411036,100.82999999999991
2023,11,2,14,9741.0,9668.28,72.71999999999935,72.71999999999935,0.7521503307723746,72.71999999999935
2023,11,2,17,9440.0,9316.95,123.04999999999929,123.04999999999929,1.320711176940944,123.04999999999929
2023,11,2,23,7524.0,7569.93,-45.93000000000029,45.93000000000029,0.6067427307782276,91.86000000000058
2023,11,3,2,6185.0,6589.72,-404.72000000000025,404.72000000000025,6.141687355456685,809.4400000000005
2023,11,3,5,6130.0,6532.22,-402.22000000000025,402.22000000000025,6.157477855920349,804.4400000000005
2023,11,3,8,7500.0,7698.79,-198.79,198.79,2.582094069327777,397.58
2023,11,3,11,8774.0,8965.81,-191.8099999999995,191.8099999999995,2.139349372783937,383.619999999999
2023,11,3,14,9451.0,9640.26,-189.26000000000025,189.26000000000025,1.9632250582453197,378.5200000000005
2023,11,3,17,9245.0,9181.82,63.18000000000029,63.18000000000029,0.6880988736437905,63.18000000000029
2023,11,3,20,8667.0,8643.06,23.94000000000051,23.94000000000051,0.2769852343961573,23.94000000000051
2023,11,3,23,7461.0,7478.09,-17.090000000000146,17.090000000000146,0.2285342915102672,34.18000000000029
2023,11,4,2,6298.0,6527.37,-229.3699999999999,229.3699999999999,3.513972702635209,458.7399999999998
2023,11,4,5,6228.0,6511.43,-283.4300000000003,283.4300000000003,4.352807294250269,566.8600000000006
2023,11,4,8,7561.0,7662.33,-101.32999999999991,101.32999999999991,1.3224436953250505,202.65999999999983
2023,11,4,11,8806.0,9115.33,-309.3299999999999,309.3299999999999,3.393514003332846,618.6599999999999
2023,11,4,14,9701.0,9557.79,143.20999999999913,143.20999999999913,1.4983589302547882,143.20999999999913
2023,11,4,17,9308.0,9024.69,283.3099999999995,283.3099999999995,3.139276806183919,283.3099999999995
2023,11,4,20,8725.0,8430.9,294.1000000000004,294.1000000000004,3.488358301011759,294.1000000000004
2023,11,4,23,7569.0,7423.84,145.15999999999983,145.15999999999983,1.955322312980881,145.15999999999983
2023,11,5,2,6273.0,6440.1,-167.10000000000036,167.10000000000036,2.594680206829092,334.2000000000007
2023,11,5,5,6204.0,6359.62,-155.6199999999999,155.6199999999999,2.447001550407098,311.2399999999998
2023,11,5,8,7125.0,7213.98,-88.97999999999956,88.97999999999956,1.2334384070928883,177.95999999999913
2023,11,5,11,8403.0,8564.49,-161.48999999999978,161.48999999999978,1.885576374074811,322.97999999999956
2023,11,5,14,8587.0,8628.96,-41.95999999999913,41.95999999999913,0.4862694924996654,83.91999999999825
2023,11,5,17,8530.0,8599.47,-69.46999999999935,69.46999999999935,0.8078404831925613,138.9399999999987
2023,11,5,20,7793.0,7718.33,74.67000000000007,74.67000000000007,0.9674372565049704,74.67000000000007
2023,11,5,23,6977.0,6931.95,45.05000000000018,45.05000000000018,0.6498892807940072,45.05000000000018
2023,11,6,2,6047.0,6017.67,29.329999999999927,29.329999999999927,0.4873979463812393,29.329999999999927
2023,11,6,5,6001.0,6188.97,-187.97000000000023,187.97000000000023,3.037177430170129,375.94000000000045
2023,11,6,8,6460.0,6407.53,52.470000000000255,52.470000000000255,0.8188802861633151,52.470000000000255
2023,11,6,11,7387.0,7336.45,50.55000000000018,50.55000000000018,0.6890253460461148,50.55000000000018
2023,11,6,14,7890.0,7383.24,506.7600000000002,506.7600000000002,6.863653355437453,506.7600000000002
2023,11,6,17,8025.0,7989.16,35.840000000000146,35.840000000000146,0.4486078636552547,35.840000000000146
2023,11,6,20,8114.0,7932.25,181.75,181.75,2.291279271329068,181.75
2023,11,6,23,7199.0,6999.27,199.7299999999996,199.7299999999996,2.8535833022586576,199.7299999999996
2023,11,0,2,6026.0,6088.16,-62.159999999999854,62.159999999999854,1.0209981340832015,124.31999999999971
2023,11,0,5,5999.0,6268.87,-269.8699999999999,269.8699999999999,4.304922577753246,539.7399999999998
2023,11,0,8,7587.0,7699.37,-112.36999999999988,112.36999999999988,1.4594700605374191,224.73999999999975
2023,11,0,11,8803.0,9210.74,-407.7399999999998,407.7399999999998,4.426788727072959,815.4799999999996
2023,11,0,14,9522.0,9344.93,177.0699999999997,177.0699999999997,1.8948242522950915,177.0699999999997
2023,11,0,17,9210.0,8974.53,235.46999999999932,235.46999999999932,2.6237585700866712,235.46999999999932
2023,11,0,20,8619.0,8650.73,-31.729999999999563,31.729999999999563,0.3667898547290179,63.45999999999913
2023,11,0,23,7462.0,7317.21,144.78999999999996,144.78999999999996,1.978759663860952,144.78999999999996
2023,11,1,2,6093.0,6348.85,-255.8500000000004,255.8500000000004,4.0298636760988265,511.7000000000008
2023,11,1,5,6124.0,6380.76,-256.7600000000002,256.7600000000002,4.023972066023487,513.5200000000004
2023,11,1,8,7775.0,7888.51,-113.51000000000022,113.51000000000022,1.4389282640194436,227.02000000000044
2023,11,1,11,8942.0,8837.09,104.90999999999984,104.90999999999984,1.1871555002834628,104.90999999999984
2023,11,1,14,9656.0,9402.73,253.27000000000044,253.27000000000044,2.693579417892468,253.27000000000044
2023,11,1,17,9035.0,9216.44,-181.4400000000005,181.4400000000005,1.9686560103467337,362.880000000001
2023,11,1,20,8484.0,8850.3,-366.2999999999993,366.2999999999993,4.138842751093176,732.5999999999985
2023,11,1,23,7519.0,7659.11,-140.10999999999967,140.10999999999967,1.8293248171132117,280.21999999999935
2023,11,2,2,6144.0,6455.64,-311.6400000000003,311.6400000000003,4.827406732717442,623.2800000000007
2023,11,2,5,6178.0,6656.1,-478.1000000000004,478.1000000000004,7.182884872522955,956.2000000000008
2023,11,2,8,7678.0,8184.77,-506.7700000000005,506.7700000000005,6.191621756017584,1013.540000000001
2023,11,2,11,8596.0,9240.86,-644.8600000000006,644.8600000000006,6.978354828446709,1289.7200000000012
2023,11,2,14,9060.0,9145.65,-85.64999999999964,85.64999999999964,0.9365108002164924,171.29999999999927
2023,11,2,17,9035.0,8853.41,181.59000000000012,181.59000000000012,2.051074105909476,181.59000000000012
2023,11,2,20,8679.0,8365.48,313.52000000000044,313.52000000000044,3.74778255401962,313.52000000000044
2023,11,2,23,7309.0,7059.64,249.35999999999967,249.35999999999967,3.5321914431897325,249.35999999999967
2023,11,3,2,6298.0,6079.95,218.05000000000015,218.05000000000015,3.58637817745212,218.05000000000015
2023,11,3,5,6328.0,6194.64,133.35999999999967,133.35999999999967,2.1528288972401897,133.35999999999967
2023,11,3,8,7863.0,7483.63,379.3699999999999,379.3699999999999,5.069331327176783,379.3699999999999
2023,11,3,11,8616.0,8180.89,435.1099999999997,435.1099999999997,5.31861447837582,435.1099999999997
2023,11,3,14,9076.0,8608.63,467.3700000000008,467.3700000000008,5.429086858187666,467.3700000000008
2023,11,3,17,9171.0,8692.98,478.0200000000005,478.0200000000005,5.498919818060095,478.0200000000005
2023,11,3,20,8809.0,8275.44,533.5599999999995,533.5599999999995,6.447512156453305,533.5599999999995
2023,11,3,23,7609.0,7048.86,560.1400000000003,560.1400000000003,7.946533198276039,560.1400000000003
2023,11,4,2,5868.0,5937.63,-69.63000000000011,69.63000000000011,1.1726901137322483,139.26000000000022
2023,11,4,5,5933.0,6137.94,-204.9399999999996,204.9399999999996,3.338905235306953,409.8799999999992
2023,11,4,8,7362.0,7675.1,-313.1000000000004,313.1000000000004,4.079425675235506,626.2000000000008
2023,11,4,11,8077.0,8429.03,-352.03000000000065,352.03000000000065,4.1763998941752565,704.0600000000013
2023,11,4,14,8643.0,9155.35,-512.3500000000004,512.3500000000004,5.59618146766645,1024.7000000000007
2023,11,4,17,8799.0,8736.13,62.8700000000008,62.8700000000008,0.7196550417633529,62.8700000000008
2023,11,4,20,8414.0,8337.26,76.73999999999978,76.73999999999978,0.9204462857101708,76.73999999999978
2023,11,4,23,7139.0,7134.16,4.8400000000001455,4.8400000000001455,0.06784260515604,4.8400000000001455
2023,11,5,2,5866.0,5962.99,-96.98999999999978,96.98999999999978,1.6265329977075225,193.97999999999956
2023,11,5,5,5835.0,5958.06,-123.0600000000004,123.0600000000004,2.06543740747828,246.1200000000008
2023,11,5,8,6866.0,7167.77,-301.77000000000044,301.77000000000044,4.210096027076768,603.5400000000009
2023,11,5,11,7690.0,8553.88,-863.8799999999992,863.8799999999992,10.099276585596236,1727.7599999999984
2023,11,5,14,7880.0,8706.07,-826.0699999999997,826.0699999999997,9.488437377599764,1652.1399999999994
2023,11,5,17,8096.0,8354.94,-258.9400000000005,258.9400000000005,3.099244279432294,517.880000000001
2023,11,5,20,7559.0,7525.68,33.31999999999971,33.31999999999971,0.4427506883098897,33.31999999999971
2023,11,5,23,6694.0,6699.39,-5.390000000000327,5.390000000000327,0.0804550862093463,10.780000000000655
2023,11,6,2,5699.0,5807.42,-108.42000000000009,108.42000000000009,1.8669219722355208,216.84000000000017
2023,11,6,5,5666.0,5916.59,-250.59000000000012,250.59000000000012,4.235378824627026,501.18000000000023
2023,11,6,8,5909.0,6352.01,-443.0100000000002,443.0100000000002,6.974327811196774,886.0200000000004
2023,11,6,11,6620.0,7396.72,-776.7200000000003,776.7200000000003,10.500870656182745,1553.4400000000005
2023,11,6,14,6946.0,7466.52,-520.5200000000004,520.5200000000004,6.971386937957716,1041.0400000000009
2023,11,6,17,7522.0,7717.99,-195.98999999999975,195.98999999999975,2.539391732821626,391.9799999999995
2023,11,6,20,7812.0,7904.02,-92.02000000000044,92.02000000000044,1.1642177018782902,184.04000000000087
2023,11,6,23,6815.0,6942.01,-127.01000000000022,127.01000000000022,1.8295853794506232,254.02000000000044
2023,11,0,2,5657.0,5880.07,-223.0699999999997,223.0699999999997,3.793662320346522,446.1399999999994
2023,11,0,5,5840.0,6059.58,-219.57999999999996,219.57999999999996,3.623683489614791,439.1599999999999
2023,11,0,8,7704.0,7842.61,-138.60999999999967,138.60999999999967,1.7673963132171515,277.21999999999935
2023,11,0,11,8522.0,8835.7,-313.7000000000007,313.7000000000007,3.550369523637071,627.4000000000015
2023,11,0,14,8906.0,8786.72,119.28000000000064,119.28000000000064,1.3575031411038552,119.28000000000064
2023,11,0,17,9207.0,9016.24,190.76000000000025,190.76000000000025,2.1157378241927924,190.76000000000025
2023,11,0,20,8989.0,8747.45,241.54999999999927,241.54999999999927,2.7613761724845443,241.54999999999927
2023,11,0,23,7682.0,7115.63,566.3699999999999,566.3699999999999,7.95952009871227,566.3699999999999
2023,11,1,2,6008.0,5840.91,167.09000000000017,167.09000000000017,2.860684379660021,167.09000000000017
2023,11,1,5,6053.0,6112.72,-59.720000000000255,59.720000000000255,0.9769791516706188,119.44000000000051
2023,11,1,8,7809.0,7799.26,9.739999999999782,9.739999999999782,0.1248836428071353,9.739999999999782
2023,11,1,11,8421.0,8241.24,179.76000000000022,179.76000000000022,2.181225155437777,179.76000000000022
2023,11,1,14,8720.0,8400.32,319.6800000000003,319.6800000000003,3.8055693116452742,319.6800000000003
2023,11,1,17,9291.0,9112.79,178.20999999999913,178.20999999999913,1.9556030589972893,178.20999999999913
2023,11,1,20,9304.0,8989.65,314.3500000000004,314.3500000000004,3.496799096739032,314.3500000000004
2023,11,1,23,7648.0,7386.66,261.34000000000015,261.34000000000015,3.537999583032117,261.34000000000015
2023,11,2,2,5838.0,5943.26,-105.26000000000022,105.26000000000022,1.7710818641620965,210.52000000000044
2023,11,2,5,5913.0,5862.66,50.34000000000015,50.34000000000015,0.8586546038828815,50.34000000000015
2023,11,2,8,7481.0,7369.52,111.47999999999956,111.47999999999956,1.512717246170708,111.47999999999956
2023,11,2,11,7920.0,8259.73,-339.7299999999996,339.7299999999996,4.11308844235828,679.4599999999992
2023,11,2,14,8221.0,8244.9,-23.89999999999964,23.89999999999964,0.2898761658722317,47.79999999999928
2023,11,2,17,9181.0,8648.67,532.3299999999999,532.3299999999999,6.1550504297192505,532.3299999999999
2023,11,2,20,9108.0,8690.34,417.6599999999999,417.6599999999999,4.806026001284183,417.6599999999999
2023,11,2,23,7418.0,7292.64,125.35999999999969,125.35999999999969,1.718993396081524,125.35999999999969
2023,11,3,5,5882.0,6098.98,-216.9799999999996,216.9799999999996,3.5576440650731693,433.9599999999992
2023,11,3,8,7391.0,7499.93,-108.93000000000028,108.93000000000028,1.4524135558598583,217.86000000000055
2023,11,3,11,7595.0,7933.84,-338.84000000000015,338.84000000000015,4.270819678743208,677.6800000000003
2023,11,3,14,7973.0,8179.28,-206.27999999999972,206.27999999999972,2.521982374976768,412.55999999999943
2023,11,3,17,9059.0,8973.51,85.48999999999978,85.48999999999978,0.9526929818989424,85.48999999999978
2023,11,3,20,9082.0,8920.45,161.54999999999927,161.54999999999927,1.8110072922330067,161.54999999999927
2023,11,3,23,7420.0,7396.59,23.40999999999985,23.40999999999985,0.3164971966811714,23.40999999999985
2023,11,4,2,5709.0,6126.52,-417.5200000000005,417.5200000000005,6.814961838041832,835.040000000001
2023,11,4,5,5845.0,6225.22,-380.22000000000025,380.22000000000025,6.107735951500513,760.4400000000005
2023,11,4,8,7360.0,7382.31,-22.3100000000004,22.3100000000004,0.3022089291834182,44.6200000000008
2023,11,4,11,7515.0,8204.07,-689.0699999999997,689.0699999999997,8.399123849503964,1378.1399999999994
2023,11,4,14,7901.0,8474.22,-573.2199999999993,573.2199999999993,6.7642803703467616,1146.4399999999987
2023,11,4,17,8908.0,8762.0,146.0,146.0,1.666286236019174,146.0
2023,11,4,20,9013.0,8606.08,406.9200000000001,406.9200000000001,4.728285119357478,406.9200000000001
2023,11,4,23,7421.0,7314.91,106.09000000000016,106.09000000000016,1.450325431208315,106.09000000000016
2023,11,5,2,5888.0,5949.68,-61.68000000000029,61.68000000000029,1.0366944104556932,123.36000000000058
2023,11,5,5,5826.0,6090.07,-264.0699999999997,264.0699999999997,4.33607495480347,528.1399999999994
2023,11,5,8,6998.0,7011.1,-13.100000000000364,13.100000000000364,0.1868465718646198,26.200000000000728
2023,11,5,11,8046.0,7853.5,192.5,192.5,2.451136435983956,192.5
2023,11,5,14,8285.0,7838.96,446.04,446.04,5.6900405155785965,446.04
2023,11,5,17,8255.0,8170.14,84.85999999999967,84.85999999999967,1.0386602922348904,84.85999999999967
2023,11,5,20,7619.0,7488.65,130.35000000000036,130.35000000000036,1.74063415969501,130.35000000000036
2023,11,5,23,6719.0,6637.27,81.72999999999956,81.72999999999956,1.2313797690918038,81.72999999999956
2023,11,6,2,5670.0,5697.31,-27.3100000000004,27.3100000000004,0.479349026119351,54.6200000000008
2023,11,6,5,5716.0,5619.39,96.60999999999969,96.60999999999969,1.7192257522613603,96.60999999999969
2023,11,6,8,6173.0,6409.82,-236.8199999999997,236.8199999999997,3.6946435313316086,473.6399999999994
2023,11,6,11,6946.0,7130.13,-184.1300000000001,184.1300000000001,2.582421358376356,368.2600000000002
2023,11,6,14,7285.0,7151.61,133.39000000000033,133.39000000000033,1.865174415271531,133.39000000000033
2023,11,6,17,7786.0,7914.65,-128.64999999999964,128.64999999999964,1.625466697832496,257.2999999999993
2023,11,6,20,8027.0,8227.38,-200.3799999999992,200.3799999999992,2.435526255016776,400.7599999999984
2023,11,6,23,6900.0,7096.91,-196.90999999999983,196.90999999999983,2.774587813569566,393.81999999999965
2023,11,0,2,5689.0,5960.74,-271.7399999999998,271.7399999999998,4.558829943933132,543.4799999999996
2023,11,0,5,5829.0,6047.42,-218.42000000000007,218.42000000000007,3.611788167516066,436.84000000000015
