year,month,day,hour,day-ahead-forecast,actual-demand,error,abs-error,error-percentage
2023,4,0,5,5885.0,5728.94,156.0600000000004,156.0600000000004,2.724064137519339
2023,4,0,8,7105.0,7435.4,-330.39999999999964,330.39999999999964,4.443607606853695
2023,4,0,11,7616.0,7585.37,30.63000000000011,30.63000000000011,0.40380363779222517
2023,4,0,14,7861.0,7897.46,-36.460000000000036,36.460000000000036,0.4616674221838419
2023,4,0,17,7851.0,8007.18,-156.1800000000003,156.1800000000003,1.9504994267644824
2023,4,0,20,8618.0,8395.08,222.92000000000007,222.92000000000007,2.6553648089118873
2023,4,0,23,7584.0,7156.45,427.5500000000002,427.5500000000002,5.974330848395506
2023,5,1,2,5862.0,5874.88,-12.88000000000011,12.88000000000011,0.21923852061659319
2023,5,1,5,5898.0,5725.46,172.53999999999996,172.53999999999996,3.013556989307409
2023,5,1,8,7502.0,7175.29,326.71000000000004,326.71000000000004,4.553265442929833
2023,5,1,11,7750.0,7589.1,160.89999999999964,160.89999999999964,2.120145998866791
2023,5,1,14,7866.0,7772.9,93.10000000000036,93.10000000000036,1.197751161085314
2023,5,1,17,7850.0,7962.67,-112.67000000000007,112.67000000000007,1.4149776394098974
2023,5,1,20,8459.0,8381.65,77.35000000000036,77.35000000000036,0.9228493196447043
2023,5,1,23,7487.0,7283.48,203.52000000000044,203.52000000000044,2.7942686737658433
2023,5,2,2,5879.0,5910.91,-31.909999999999854,31.909999999999854,0.5398491941173162
2023,5,2,5,5798.0,5852.16,-54.159999999999854,54.159999999999854,0.9254702537182827
2023,5,2,8,7185.0,7393.77,-208.77000000000044,208.77000000000044,2.8235933765859693
2023,5,2,11,7435.0,7631.96,-196.96000000000004,196.96000000000004,2.5807263140792145
2023,5,2,14,7601.0,7839.52,-238.52000000000044,238.52000000000044,3.042533216319372
2023,5,2,17,7687.0,7862.58,-175.57999999999993,175.57999999999993,2.23310923386471
2023,5,2,20,8319.0,8311.98,7.020000000000437,7.020000000000437,0.08445641110782794
2023,5,2,23,7221.0,7215.77,5.229999999999563,5.229999999999563,0.07248013725492308
2023,5,3,2,5801.0,5909.91,-108.90999999999985,108.90999999999985,1.8428368621518747
2023,5,3,5,5776.0,5885.44,-109.4399999999996,109.4399999999996,1.8595041322313983
2023,5,3,8,7504.0,7412.28,91.72000000000025,91.72000000000025,1.237406034310634
2023,5,3,11,7992.0,7837.78,154.22000000000025,154.22000000000025,1.9676490026512643
2023,5,3,14,8350.0,7989.75,360.25,360.25,4.508902030726869
2023,5,3,17,8118.0,7977.85,140.14999999999964,140.14999999999964,1.7567389710260235
2023,5,3,20,8269.0,8445.4,-176.39999999999964,176.39999999999964,2.088711014279959
2023,5,3,23,7165.0,7505.52,-340.52000000000044,340.52000000000044,4.536927488035478
2023,5,4,2,5906.0,6048.12,-142.1199999999999,142.1199999999999,2.3498211014331707
2023,5,4,5,5888.0,5839.96,48.039999999999964,48.039999999999964,0.8226083740299585
2023,5,4,8,7560.0,7248.04,311.96000000000004,311.96000000000004,4.304060132118477
2023,5,4,11,8613.0,8285.63,327.3700000000008,327.3700000000008,3.951057433170451
2023,5,4,14,9190.0,8805.12,384.8799999999992,384.8799999999992,4.371093182148559
2023,5,4,17,8878.0,9056.35,-178.35000000000036,178.35000000000036,1.969336432447955
2023,5,4,20,8639.0,8838.33,-199.32999999999993,199.32999999999993,2.255290309368398
2023,5,4,23,7612.0,7715.34,-103.34000000000015,103.34000000000015,1.3394095399554673
2023,5,5,2,6203.0,6507.8,-304.8000000000002,304.8000000000002,4.683610436706724
2023,5,5,5,5909.0,6157.16,-248.15999999999985,248.15999999999985,4.0304296136530455
2023,5,5,8,6960.0,7200.84,-240.84000000000015,240.84000000000015,3.3446097955238576
2023,5,5,11,8345.0,8684.58,-339.5799999999999,339.5799999999999,3.910148792457435
2023,5,5,14,8927.0,8942.86,-15.860000000000582,15.860000000000582,0.17734818615074574
2023,5,5,17,8665.0,8434.5,230.5,230.5,2.7328235224376076
2023,5,5,20,8439.0,8115.15,323.85000000000036,323.85000000000036,3.9906840908670866
2023,5,5,23,7349.0,7209.57,139.4300000000003,139.4300000000003,1.9339572262978277
2023,5,6,2,6195.0,6139.7,55.30000000000018,55.30000000000018,0.9006954737202174
2023,5,6,5,5859.0,5984.02,-125.02000000000044,125.02000000000044,2.089230985190565
2023,5,6,8,6399.0,6313.67,85.32999999999993,85.32999999999993,1.3515118781944562
2023,5,6,11,7130.0,6959.86,170.14000000000033,170.14000000000033,2.444589402660403
2023,5,6,14,7291.0,6989.95,301.0500000000002,301.0500000000002,4.306897760355943
2023,5,6,17,7193.0,7306.73,-113.72999999999956,113.72999999999956,1.5565102309788315
2023,5,6,20,7840.0,7920.15,-80.14999999999964,80.14999999999964,1.0119757832869283
2023,5,6,23,7258.0,7430.01,-172.01000000000022,172.01000000000022,2.3150709083837064
2023,5,0,2,5851.0,6005.13,-154.1300000000001,154.1300000000001,2.566638857110506
2023,5,0,5,5824.0,5909.37,-85.36999999999989,85.36999999999989,1.444654844763484
2023,5,0,8,7535.0,7738.82,-203.8199999999997,203.8199999999997,2.6337348588027596
2023,5,0,11,7766.0,8415.66,-649.6599999999999,649.6599999999999,7.719655974694793
2023,5,0,14,7896.0,8430.36,-534.3600000000006,534.3600000000006,6.3385193514867755
2023,5,0,17,7875.0,8469.75,-594.75,594.75,7.022049056937926
2023,5,0,20,8468.0,8712.14,-244.13999999999942,244.13999999999942,2.8022965654821825
2023,5,0,23,7425.0,7538.07,-113.06999999999971,113.06999999999971,1.4999860707050972
2023,5,1,2,6148.0,6041.75,106.25,106.25,1.7585964331526462
2023,5,1,5,6090.0,6059.34,30.659999999999854,30.659999999999854,0.5059957025022502
2023,5,1,8,7919.0,7614.73,304.27000000000044,304.27000000000044,3.995808124516568
2023,5,1,11,8170.0,8079.7,90.30000000000018,90.30000000000018,1.1176157530601405
2023,5,1,14,8296.0,8071.26,224.73999999999978,224.73999999999978,2.7844475335945043
2023,5,1,17,8269.0,8341.52,-72.52000000000044,72.52000000000044,0.8693859152768373
2023,5,1,20,8609.0,8564.53,44.469999999999345,44.469999999999345,0.519234563951546
2023,5,1,23,7562.0,7545.63,16.36999999999989,16.36999999999989,0.2169467625632305
2023,5,2,2,5977.0,6148.88,-171.8800000000001,171.8800000000001,2.7953058117901164
2023,5,2,5,6019.0,6088.87,-69.86999999999989,69.86999999999989,1.147503559773815
2023,5,2,8,7590.0,7327.9,262.10000000000036,262.10000000000036,3.5767409489758375
2023,5,2,11,7860.0,8028.46,-168.46000000000004,168.46000000000004,2.0982853498678455
2023,5,2,14,8041.0,8208.43,-167.4300000000003,167.4300000000003,2.0397323239645133
2023,5,2,17,8010.0,8334.55,-324.5499999999993,324.5499999999993,3.894031471405166
2023,5,2,20,8552.0,8662.13,-110.1299999999992,110.1299999999992,1.2713962962920113
2023,5,2,23,7543.0,7498.38,44.61999999999989,44.61999999999989,0.5950618666965384
2023,5,3,2,6153.0,6086.32,66.68000000000029,66.68000000000029,1.0955717083557928
2023,5,3,5,6036.0,5998.29,37.710000000000036,37.710000000000036,0.6286791735644665
2023,5,3,8,7167.0,7485.49,-318.4899999999998,318.4899999999998,4.254764885131097
2023,5,3,11,8347.0,8061.06,285.9399999999996,285.9399999999996,3.5471761778227626
2023,5,3,14,8750.0,8450.42,299.5799999999999,299.5799999999999,3.5451492351859426
2023,5,3,17,8599.0,8746.45,-147.45000000000073,147.45000000000073,1.6858268211674532
2023,5,3,20,8679.0,8747.87,-68.8700000000008,68.8700000000008,0.7872773600888079
2023,5,3,23,7647.0,7655.09,-8.090000000000146,8.090000000000146,0.10568131792049663
2023,5,4,2,6148.0,6196.15,-48.149999999999636,48.149999999999636,0.7770954544354097
2023,5,4,5,6040.0,6105.07,-65.06999999999971,65.06999999999971,1.0658354449662284
2023,5,4,8,7425.0,7420.68,4.319999999999709,4.319999999999709,0.058215689128216126
2023,5,4,11,8302.0,8597.08,-295.0799999999999,295.0799999999999,3.4323281858491477
2023,5,4,14,8700.0,6574.33,2125.67,2125.67,32.332876506047
2023,5,4,17,8499.0,9266.3,-767.2999999999993,767.2999999999993,8.2805434747418
2023,5,4,20,8774.0,9043.05,-269.0499999999993,269.0499999999993,2.9752130088852686
2023,5,4,23,7587.0,8032.58,-445.5799999999999,445.5799999999999,5.5471591941816945
2023,5,5,2,6232.0,6718.6,-486.60000000000036,486.60000000000036,7.242580299467156
2023,5,5,5,6154.0,6401.16,-247.15999999999985,247.15999999999985,3.861175162001885
